               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  59,            0.029707,             0.01624,           0.0077696,              0.9853,                   1,               0.995,             0.61444,            0.038374,            0.019366,           0.0047835,            0.006172,            0.006172,            0.006172
                  60,            0.029193,            0.015754,           0.0076188,             0.98367,                   1,               0.995,             0.63243,             0.03684,             0.01904,           0.0050932,            0.006106,            0.006106,            0.006106
                  61,            0.029261,            0.015622,           0.0074039,             0.98894,                   1,               0.995,             0.64808,            0.035426,            0.017695,           0.0049564,             0.00604,             0.00604,             0.00604
                  62,            0.029301,            0.015823,           0.0075728,             0.98593,                   1,               0.995,             0.63283,            0.036235,            0.018345,           0.0049969,            0.005974,            0.005974,            0.005974
                  63,            0.028921,            0.015394,            0.007506,               0.998,                   1,               0.995,             0.59896,            0.038965,            0.018009,           0.0042982,            0.005908,            0.005908,            0.005908
                  64,            0.029364,            0.015418,           0.0077122,             0.99569,                   1,               0.995,              0.5665,            0.043027,            0.019389,           0.0051341,            0.005842,            0.005842,            0.005842
                  65,            0.028424,            0.014569,           0.0074621,             0.99358,                   1,               0.995,              0.6152,            0.036907,            0.017834,           0.0045872,            0.005776,            0.005776,            0.005776
                  66,            0.028123,            0.014977,           0.0073128,             0.99015,                   1,               0.995,             0.59967,            0.037665,            0.019271,           0.0044987,             0.00571,             0.00571,             0.00571
                  67,            0.029026,            0.015303,           0.0072004,             0.99917,                   1,               0.995,             0.63983,            0.034657,              0.0163,           0.0062519,            0.005644,            0.005644,            0.005644
                  68,            0.028346,             0.01518,           0.0074363,             0.99574,                   1,               0.995,               0.666,            0.034439,             0.01635,           0.0041761,            0.005578,            0.005578,            0.005578
                  69,            0.028271,            0.015273,           0.0072069,             0.98936,                   1,               0.995,             0.71708,            0.032288,            0.017868,           0.0059272,            0.005512,            0.005512,            0.005512
                  70,            0.028007,            0.015251,           0.0071704,             0.98976,                   1,               0.995,             0.63663,            0.038682,            0.016819,           0.0054678,            0.005446,            0.005446,            0.005446
                  71,            0.027597,            0.015393,           0.0070287,             0.99413,                   1,               0.995,               0.666,            0.033402,            0.016445,            0.004473,             0.00538,             0.00538,             0.00538
                  72,            0.027704,            0.015473,           0.0071327,             0.98997,                   1,               0.995,               0.735,            0.032039,            0.014784,           0.0044605,            0.005314,            0.005314,            0.005314
                  73,            0.028039,            0.014765,           0.0071341,             0.98378,              0.9996,               0.995,             0.68477,            0.035725,            0.016023,           0.0045434,            0.005248,            0.005248,            0.005248
                  74,            0.027696,             0.01467,           0.0069505,             0.99323,                   1,               0.995,              0.6656,            0.033404,            0.016073,            0.004142,            0.005182,            0.005182,            0.005182
